,path,min_r,min_c,max_r,max_c,r_len,c_len,category,box_area,c_by_r,r_by_c
25731,/images/1f8edb2a-40bc-4beb-aa6b-884d2473df0f.png,194,933,319,1060,125,127,red blood cell,15875,1.016,0.984251968503937
33551,/images/255d5f0c-87fc-4337-bb51-07c440df4f1b.png,329,105,447,224,118,119,red blood cell,14042,1.0084745762711864,0.9915966386554622
18042,/images/0f0c949e-018a-4f3f-ab02-3704f49c7754.png,248,577,361,673,113,96,red blood cell,10848,0.8495575221238938,1.1770833333333333
576,/images/065af549-320a-4862-b92a-8ef750d7b5fb.png,90,192,216,299,126,107,red blood cell,13482,0.8492063492063492,1.1775700934579438
75767,/images/f48bf825-13c4-42fc-8dd8-10cc4ae6b202.png,818,602,933,710,115,108,red blood cell,12420,0.9391304347826087,1.0648148148148149
64405,/images/0a7bfa8a-ee52-4f7a-b9c5-2919ecfa93ef.png,679,591,774,686,95,95,red blood cell,9025,1.0,1.0
36608,/images/21f001d6-f568-4ea4-82da-fab54c77c419.png,55,1125,164,1220,109,95,red blood cell,10355,0.8715596330275229,1.1473684210526316
9025,/images/ef815e3a-02a6-4cf8-9262-45bc74c50b00.png,17,1324,133,1443,116,119,red blood cell,13804,1.0258620689655173,0.9747899159663865
13257,/images/711f6b3f-cd63-46d1-834a-bc8e9aa9b43e.png,807,670,891,770,84,100,red blood cell,8400,1.1904761904761905,0.84
19367,/images/a302a6fa-f635-4ade-b72b-b6f3c2a34ec9.png,569,1468,657,1575,88,107,red blood cell,9416,1.2159090909090908,0.822429906542056
71628,/images/390ad256-e1ed-476a-9f14-2dc34e0da632.png,232,1389,341,1514,109,125,red blood cell,13625,1.146788990825688,0.872
22937,/images/ecd68ba2-48af-4866-826a-7cd1c147c055.png,775,855,883,981,108,126,red blood cell,13608,1.1666666666666667,0.8571428571428571
57115,/images/7d041c38-11f2-4186-8a24-29d7d0f5c3cf.png,190,584,298,689,108,105,red blood cell,11340,0.9722222222222222,1.0285714285714285
61088,/images/6e86206f-dafe-4c28-bacc-7b83b2d40f0c.png,558,939,649,1035,91,96,red blood cell,8736,1.054945054945055,0.9479166666666666
11410,/images/b5513d5b-46fc-4f44-a616-791087fbd608.png,477,402,599,526,122,124,red blood cell,15128,1.0163934426229508,0.9838709677419355
43433,/images/367663b2-5d09-4020-ab0a-c2200e7a1c8c.png,585,243,684,329,99,86,red blood cell,8514,0.8686868686868687,1.1511627906976745
58957,/images/a0eeeb10-d0cb-48d9-8c22-2c3a3c908d00.png,391,883,518,1014,127,131,red blood cell,16637,1.031496062992126,0.9694656488549618
45468,/images/e4eea7ea-8989-46a9-9c98-25a178146b28.png,528,644,622,743,94,99,red blood cell,9306,1.053191489361702,0.9494949494949495
71392,/images/bcb447c9-5d37-414f-a513-d7076b04a532.png,28,389,134,506,106,117,red blood cell,12402,1.1037735849056605,0.905982905982906
24002,/images/3d8fb5bf-3315-48fb-8ab1-802eafd550bc.png,898,642,1010,759,112,117,red blood cell,13104,1.0446428571428572,0.9572649572649573
78701,/images/76a8a5f5-1328-4539-a131-baf877f40cf3.png,12,195,150,318,138,123,red blood cell,16974,0.8913043478260869,1.1219512195121952
52800,/images/0a747cb3-c720-4572-a661-ab5670a5c42e.png,856,1057,983,1168,127,111,red blood cell,14097,0.8740157480314961,1.1441441441441442
14261,/images/6382976c-ee87-4916-b798-4ef1373b2df0.png,514,1102,633,1219,119,117,red blood cell,13923,0.9831932773109243,1.017094017094017
45896,/images/939ad732-d7c5-4339-b087-4335b49d6a3c.png,515,636,642,753,127,117,red blood cell,14859,0.9212598425196851,1.0854700854700854
51346,/images/b4f3b2a4-f4b9-48de-ac5d-0e681b77be27.png,1068,231,1172,327,104,96,red blood cell,9984,0.9230769230769231,1.0833333333333333
16696,/images/d6352a03-ef81-421d-915e-226499555d20.png,297,1357,425,1477,128,120,red blood cell,15360,0.9375,1.0666666666666667
44404,/images/edd3862f-04e1-49cf-97dd-ca566d17e71a.png,531,719,649,834,118,115,red blood cell,13570,0.9745762711864406,1.0260869565217392
56876,/images/a588091c-5e4c-4e61-914d-e96f3ee3e505.png,487,1233,597,1346,110,113,red blood cell,12430,1.0272727272727273,0.9734513274336283
34469,/images/b4bde4e8-f48b-4ae2-be01-86d8c91d0af9.png,816,745,925,863,109,118,red blood cell,12862,1.0825688073394495,0.923728813559322
54093,/images/d9345456-b76d-46cc-b81e-46d4a0a7b652.png,819,190,900,290,81,100,red blood cell,8100,1.2345679012345678,0.81
62036,/images/bdb5d571-27bc-4a42-ae45-aa5a9af40a81.png,686,1124,794,1224,108,100,red blood cell,10800,0.9259259259259259,1.08
7600,/images/21cc498b-8cb2-42ed-8f80-bfa27b86ef11.png,302,1326,421,1444,119,118,red blood cell,14042,0.9915966386554622,1.0084745762711864
44030,/images/de81bf7a-7a56-437f-a068-4d9c3e01134c.png,852,782,965,891,113,109,red blood cell,12317,0.9646017699115044,1.036697247706422
12245,/images/3b55c42f-ad59-422f-ba99-4f4f4ca9cb2e.png,172,458,282,567,110,109,red blood cell,11990,0.990909090909091,1.0091743119266054
7531,/images/071901eb-4c3f-404b-a747-3d0b9d0a5158.png,319,242,417,355,98,113,red blood cell,11074,1.153061224489796,0.8672566371681416
5669,/images/d3dcdf92-9328-4796-adf4-918646877ba1.png,366,171,505,297,139,126,red blood cell,17514,0.9064748201438849,1.1031746031746033
29684,/images/b85fc640-de49-4f7e-afc0-978ff020f2e2.png,166,102,284,247,118,145,red blood cell,17110,1.228813559322034,0.8137931034482758
77682,/images/07d15855-eb9b-46a9-b894-7cfe4d097826.png,1065,77,1158,160,93,83,red blood cell,7719,0.8924731182795699,1.1204819277108433
45053,/images/13bab3c3-3f79-44d9-a287-0ae6d71eff31.png,861,1052,968,1167,107,115,red blood cell,12305,1.074766355140187,0.9304347826086956
76421,/images/34df8890-272d-423a-ae78-ff8d068d3306.png,385,855,485,944,100,89,red blood cell,8900,0.89,1.1235955056179776
19144,/images/bb795ddf-ce72-42d5-9006-124db4d5cf1c.png,844,1238,958,1335,114,97,red blood cell,11058,0.8508771929824561,1.175257731958763
46666,/images/da111ca5-520f-4ea8-97ad-ae5fce58ee91.png,20,236,128,340,108,104,red blood cell,11232,0.9629629629629629,1.0384615384615385
47897,/images/ab27173b-6e30-4957-bd68-29194328fd39.png,248,162,352,269,104,107,red blood cell,11128,1.0288461538461537,0.9719626168224299
19874,/images/b318889c-3c60-477c-b8f6-d18cb01a59df.png,630,979,741,1079,111,100,red blood cell,11100,0.9009009009009009,1.11
74077,/images/fe436c09-b680-4f4c-8faf-aa10a55a335b.png,800,138,886,222,86,84,red blood cell,7224,0.9767441860465116,1.0238095238095237
43923,/images/d7c7eb2c-2acd-4f86-8a5a-09ab3dd02d16.png,1056,1481,1175,1599,119,118,red blood cell,14042,0.9915966386554622,1.0084745762711864
75175,/images/7fdc8be8-7579-4a5c-b369-8a07ee0a8b7d.png,303,756,383,846,80,90,red blood cell,7200,1.125,0.8888888888888888
41699,/images/67abb826-9b70-4459-8764-da76ecf35bfe.png,375,1290,502,1425,127,135,red blood cell,17145,1.062992125984252,0.9407407407407408
17773,/images/1863da5f-c595-4541-a8f4-21fe78678168.png,194,678,285,771,91,93,red blood cell,8463,1.021978021978022,0.978494623655914
35893,/images/33068c1a-48f7-470b-8e49-e2f0888042e9.png,865,947,974,1075,109,128,red blood cell,13952,1.1743119266055047,0.8515625
21565,/images/49efc89d-9cba-44f7-8257-7f911b73f68a.png,1088,503,1184,600,96,97,red blood cell,9312,1.0104166666666667,0.9896907216494846
69599,/images/4a49841f-216c-4815-8140-b8762c4f6603.png,326,1203,427,1304,101,101,red blood cell,10201,1.0,1.0
18878,/images/d1b48634-9ad5-46e8-b816-42d1d97c93cd.png,280,342,396,445,116,103,red blood cell,11948,0.8879310344827587,1.1262135922330097
66022,/images/25c6cfb1-01d0-4864-87f9-02b7593683c7.png,877,64,964,150,87,86,red blood cell,7482,0.9885057471264368,1.0116279069767442
50604,/images/c956e531-6805-4fe1-b61c-8b96a9815a77.png,158,110,262,217,104,107,red blood cell,11128,1.0288461538461537,0.9719626168224299
45450,/images/e4eea7ea-8989-46a9-9c98-25a178146b28.png,331,57,436,155,105,98,red blood cell,10290,0.9333333333333333,1.0714285714285714
72455,/images/a15e0fa8-2620-4f66-896e-175115c9dc3d.png,71,1356,199,1463,128,107,red blood cell,13696,0.8359375,1.1962616822429906
61408,/images/e16c0dab-780d-4035-872e-1bb91e49f9d2.png,281,513,377,630,96,117,red blood cell,11232,1.21875,0.8205128205128205
31265,/images/db7c5ec1-fefe-4e9d-83c1-da8fb982f1e2.png,432,520,551,650,119,130,red blood cell,15470,1.0924369747899159,0.9153846153846154
3972,/images/f09acb0c-b270-4e91-99f8-410adfa7f34a.png,931,23,1034,119,103,96,red blood cell,9888,0.9320388349514563,1.0729166666666667
8441,/images/ae779806-6d01-4dc6-89df-294c368db6bc.png,452,355,568,476,116,121,red blood cell,14036,1.043103448275862,0.9586776859504132
31493,/images/83ec1cb9-1714-4bf1-81f6-115fde84564d.png,473,103,585,218,112,115,red blood cell,12880,1.0267857142857142,0.9739130434782609
55686,/images/c32b8bb8-c89d-4ae9-9c77-5b9356ca35a1.png,843,386,950,498,107,112,red blood cell,11984,1.0467289719626167,0.9553571428571429
23064,/images/be5bb7d0-7c3f-4bb9-8bb4-f8bc8d875943.png,266,489,379,605,113,116,red blood cell,13108,1.0265486725663717,0.9741379310344828
57491,/images/00d04a90-80e5-4bce-9511-1b64eabb7a47.png,953,1361,1049,1449,96,88,red blood cell,8448,0.9166666666666666,1.0909090909090908
2514,/images/a23f5539-bfe6-4885-9a0e-dba972475ea9.png,296,115,416,224,120,109,red blood cell,13080,0.9083333333333333,1.1009174311926606
22470,/images/99d6a7e5-128e-4455-841d-8fbd1663905e.png,369,1084,484,1211,115,127,red blood cell,14605,1.1043478260869566,0.905511811023622
62918,/images/4b346035-b8c0-46ca-8fdb-a01b1421ee4a.png,118,87,231,217,113,130,red blood cell,14690,1.1504424778761062,0.8692307692307693
66204,/images/14005767-9296-4b48-8a9d-bbe9b2040005.png,979,389,1083,489,104,100,red blood cell,10400,0.9615384615384616,1.04
30582,/images/7d9c1422-6332-44e9-b134-3ac94f07b0f0.png,84,1463,180,1563,96,100,red blood cell,9600,1.0416666666666667,0.96
22145,/images/ca677c3c-083f-4d54-9dec-39f79f6a17d8.png,1050,1008,1164,1121,114,113,red blood cell,12882,0.9912280701754386,1.008849557522124
9195,/images/6e7ed596-1b76-4998-8147-a846d53d91c5.png,65,651,179,744,114,93,red blood cell,10602,0.8157894736842105,1.2258064516129032
59489,/images/a7c3c52f-3b40-4c92-a212-df9462cf25d8.png,199,741,295,853,96,112,red blood cell,10752,1.1666666666666667,0.8571428571428571
24876,/images/ed0bee2f-05e0-4392-8357-19750cec577c.png,637,336,736,450,99,114,red blood cell,11286,1.1515151515151516,0.868421052631579
17827,/images/1863da5f-c595-4541-a8f4-21fe78678168.png,112,80,222,191,110,111,red blood cell,12210,1.009090909090909,0.990990990990991
28575,/images/dbdfad64-110c-421f-a1c7-f68fd9e82d67.png,271,980,394,1081,123,101,red blood cell,12423,0.8211382113821138,1.2178217821782178
68345,/images/0f735cca-051c-4048-a1fa-cb36f389e12f.png,516,1483,626,1587,110,104,red blood cell,11440,0.9454545454545454,1.0576923076923077
10539,/images/46a2d369-4bea-4405-ac78-91bbe130b9a7.png,876,345,972,439,96,94,red blood cell,9024,0.9791666666666666,1.0212765957446808
34631,/images/a0eedcb9-b85c-4612-b945-7e8227f53c35.png,622,421,723,514,101,93,red blood cell,9393,0.9207920792079208,1.086021505376344
58128,/images/e9916e11-9be6-4dec-9df6-2e7d1a8e1735.png,604,1249,721,1361,117,112,red blood cell,13104,0.9572649572649573,1.0446428571428572
73806,/images/3eba916c-998b-40a7-993c-7ed916c2a04c.png,715,1482,815,1583,100,101,red blood cell,10100,1.01,0.9900990099009901
41599,/images/0fcd1ebe-ee4a-40a0-b787-29cee18bfa1b.png,301,1134,392,1218,91,84,red blood cell,7644,0.9230769230769231,1.0833333333333333
57747,/images/5c037ffc-f515-48b3-b231-c110fbd2b8ca.png,700,584,815,703,115,119,red blood cell,13685,1.0347826086956522,0.9663865546218487
62548,/images/9ecf2006-8d49-4ae8-a14b-ed8b3b14ee7c.png,961,1352,1058,1448,97,96,red blood cell,9312,0.9896907216494846,1.0104166666666667
69863,/images/9edba799-e169-46cd-b100-c9f8fc7a8c7d.png,146,618,255,733,109,115,red blood cell,12535,1.055045871559633,0.9478260869565217
15262,/images/dd7142e4-2d86-4170-a41f-e825743e8907.png,713,58,826,171,113,113,red blood cell,12769,1.0,1.0
71203,/images/4fac16e1-8e62-499b-a66b-c4c890372914.png,818,1095,926,1207,108,112,red blood cell,12096,1.037037037037037,0.9642857142857143
68519,/images/74261741-4d6e-4dba-8ad4-4fbdf919c30f.png,433,1398,509,1474,76,76,red blood cell,5776,1.0,1.0
12010,/images/ca16a5ad-b106-4e84-8a43-178710e854ba.png,868,569,1011,684,143,115,red blood cell,16445,0.8041958041958042,1.2434782608695651
48433,/images/0fa5b35d-6c44-4207-b6f8-d5b355086b5f.png,115,1316,244,1438,129,122,red blood cell,15738,0.9457364341085271,1.0573770491803278
36798,/images/aa2dfa24-2dc3-4279-a232-f84780ace190.png,963,197,1069,299,106,102,red blood cell,10812,0.9622641509433962,1.0392156862745099
13872,/images/7d65d296-0f7b-41cc-9073-a547e24326c8.png,252,153,377,269,125,116,red blood cell,14500,0.928,1.0775862068965518
12734,/images/b634137b-bc8b-4e88-b0e3-b536ad6e7e18.png,241,451,348,549,107,98,red blood cell,10486,0.9158878504672897,1.0918367346938775
27408,/images/9f38055f-4fe6-47fd-a6dd-c0743db4eccf.png,1104,14,1193,117,89,103,red blood cell,9167,1.1573033707865168,0.8640776699029126
35342,/images/452482bc-24a3-413e-ba03-fad4c9d61f3c.png,24,1402,124,1508,100,106,red blood cell,10600,1.06,0.9433962264150944
65266,/images/45ac9409-5537-44ed-90cd-5c8a1ae0e1e0.png,85,1392,176,1498,91,106,red blood cell,9646,1.164835164835165,0.8584905660377359
14865,/images/3090a362-1f3d-49e9-a76e-ce76ff9c2276.png,629,116,717,210,88,94,red blood cell,8272,1.0681818181818181,0.9361702127659575
63330,/images/9f4bc3b4-abb0-4bcb-baa8-ec9f25e2b9c6.png,749,755,862,867,113,112,red blood cell,12656,0.9911504424778761,1.0089285714285714
6779,/images/672e4ecf-a56b-462e-b83b-76f4efaa6634.png,199,245,310,360,111,115,red blood cell,12765,1.0360360360360361,0.9652173913043478
11731,/images/082e1f81-4f49-44ad-b5bb-9dfc155b2ed8.png,180,1463,284,1570,104,107,red blood cell,11128,1.0288461538461537,0.9719626168224299
4191,/images/ac3358f1-ef9a-4ccc-b66c-da5e47e352e0.png,725,960,834,1076,109,116,red blood cell,12644,1.0642201834862386,0.9396551724137931
31487,/images/83ec1cb9-1714-4bf1-81f6-115fde84564d.png,762,1352,892,1474,130,122,red blood cell,15860,0.9384615384615385,1.0655737704918034
1809,/images/5f783f43-0090-4f8a-bd75-9562f4aa2dd5.png,348,252,441,359,93,107,red blood cell,9951,1.1505376344086022,0.8691588785046729
28438,/images/c3042130-a6e2-458f-9fde-bb012f68f5f2.png,13,1271,136,1375,123,104,red blood cell,12792,0.8455284552845529,1.1826923076923077
21791,/images/f68ae8e9-e760-4106-88e0-4bdef2785f06.png,685,285,785,398,100,113,red blood cell,11300,1.13,0.8849557522123894
58230,/images/319c9c52-f316-49f3-baad-4444ab19f85b.png,537,735,643,841,106,106,red blood cell,11236,1.0,1.0
70224,/images/a5c3b3f8-7ceb-4573-a400-a76b9479af46.png,748,756,858,870,110,114,red blood cell,12540,1.0363636363636364,0.9649122807017544
59822,/images/acb16781-11ad-4327-874a-5c9c35dcb085.png,793,940,916,1064,123,124,red blood cell,15252,1.008130081300813,0.9919354838709677
26733,/images/2518f6e4-29cc-4ae4-a914-b215a4c56099.png,463,1131,551,1237,88,106,red blood cell,9328,1.2045454545454546,0.8301886792452831
46614,/images/da111ca5-520f-4ea8-97ad-ae5fce58ee91.png,1003,566,1108,662,105,96,red blood cell,10080,0.9142857142857143,1.09375
46906,/images/9e0e1928-d19a-4100-b093-0b962ac09e05.png,742,242,849,359,107,117,red blood cell,12519,1.0934579439252337,0.9145299145299145
51016,/images/cc275c45-7511-4070-84af-10b8ffebda53.png,76,1366,202,1503,126,137,red blood cell,17262,1.0873015873015872,0.9197080291970803
78362,/images/24115f58-a7d6-4022-a95a-86b515a78d3e.png,0,1286,105,1401,105,115,red blood cell,12075,1.0952380952380953,0.9130434782608695
77122,/images/dd6f047e-af73-43df-9c46-354534fc20e0.png,753,1478,847,1565,94,87,red blood cell,8178,0.925531914893617,1.0804597701149425
65684,/images/397f37bc-a3a4-4257-9430-c8fc5716f8b1.png,674,56,783,170,109,114,red blood cell,12426,1.0458715596330275,0.956140350877193
41973,/images/46a03374-64c7-49ac-81c9-c3d62542bbf3.png,863,627,966,719,103,92,red blood cell,9476,0.8932038834951457,1.1195652173913044
61476,/images/7e837856-3519-4dc0-b357-4cdcfd30b4eb.png,403,185,500,282,97,97,red blood cell,9409,1.0,1.0
25966,/images/e683144c-0465-43a2-86b1-3cf52599d5e0.png,659,1422,757,1521,98,99,red blood cell,9702,1.010204081632653,0.98989898989899
27881,/images/948c94ad-395c-41f4-9a68-8a1dcb76888c.png,98,1398,202,1494,104,96,red blood cell,9984,0.9230769230769231,1.0833333333333333
30965,/images/533c47c9-02a6-419b-961b-81797f022f6c.png,551,338,657,437,106,99,red blood cell,10494,0.9339622641509434,1.0707070707070707
68901,/images/6347dd6a-cfdf-4cb5-bc50-cff5403cfecb.png,603,341,728,474,125,133,red blood cell,16625,1.064,0.9398496240601504
61427,/images/e16c0dab-780d-4035-872e-1bb91e49f9d2.png,409,284,491,366,82,82,red blood cell,6724,1.0,1.0
53462,/images/766d5547-8dd2-4c8d-b78e-3007f83932e8.png,992,1509,1092,1600,100,91,red blood cell,9100,0.91,1.098901098901099
38383,/images/674b0fd3-f247-4b7f-97f7-3e6c57c9ba9e.png,463,212,564,317,101,105,red blood cell,10605,1.0396039603960396,0.9619047619047619
56515,/images/ac8df764-c8d8-4312-916d-70bfb37574b4.png,756,189,860,311,104,122,red blood cell,12688,1.1730769230769231,0.8524590163934426
59300,/images/03c8da48-04b9-4520-b674-44a0ecd35688.png,427,858,520,949,93,91,red blood cell,8463,0.978494623655914,1.021978021978022
13366,/images/a7f1bbb1-6058-4642-bd66-cfb90dce762e.png,503,1324,612,1447,109,123,red blood cell,13407,1.128440366972477,0.8861788617886179
3087,/images/14efbfc8-39f6-4599-9994-a8cc95605b9c.png,881,765,987,864,106,99,red blood cell,10494,0.9339622641509434,1.0707070707070707
6381,/images/f06ba705-5509-479b-8067-127ffb37c5b6.png,675,1441,795,1560,120,119,red blood cell,14280,0.9916666666666667,1.0084033613445378
3532,/images/25132962-ff5d-4737-995f-c54d8490539b.png,640,939,742,1045,102,106,red blood cell,10812,1.0392156862745099,0.9622641509433962
52009,/images/4f62b14e-c6f4-4155-8f50-881558f83fae.png,1088,830,1164,914,76,84,red blood cell,6384,1.105263157894737,0.9047619047619048
39785,/images/5c68070c-3391-4db6-8c01-94175105dbea.png,865,1395,992,1528,127,133,red blood cell,16891,1.047244094488189,0.9548872180451128
43478,/images/5a539312-6cfa-43e6-8d5d-db883f343ad9.png,938,437,1063,563,125,126,red blood cell,15750,1.008,0.9920634920634921
60056,/images/e63e1607-f344-43d6-a0d8-e10cf2e5054a.png,586,1195,695,1310,109,115,red blood cell,12535,1.055045871559633,0.9478260869565217
66659,/images/b88fe674-fb9a-41d4-b100-cb1c86440d44.png,878,1138,975,1240,97,102,red blood cell,9894,1.0515463917525774,0.9509803921568627
17589,/images/e80bad38-66d0-473e-85dd-92142dba37e6.png,298,460,416,579,118,119,red blood cell,14042,1.0084745762711864,0.9915966386554622
69882,/images/9edba799-e169-46cd-b100-c9f8fc7a8c7d.png,669,951,777,1050,108,99,red blood cell,10692,0.9166666666666666,1.0909090909090908
794,/images/27fab82c-5bf0-426f-aeb9-47da829b6629.png,700,372,802,472,102,100,red blood cell,10200,0.9803921568627451,1.02
4689,/images/b91b1641-ee06-44d8-94cc-24cdb583cc37.png,714,438,840,564,126,126,red blood cell,15876,1.0,1.0
33944,/images/1a332b2c-9d49-4ff2-810c-5633d2314527.png,937,1006,1040,1099,103,93,red blood cell,9579,0.9029126213592233,1.10752688172043
44984,/images/13bab3c3-3f79-44d9-a287-0ae6d71eff31.png,934,1343,1050,1449,116,106,red blood cell,12296,0.9137931034482759,1.0943396226415094
2234,/images/5bf91ff9-80df-49c0-9c3e-599357d95530.png,844,1375,956,1481,112,106,red blood cell,11872,0.9464285714285714,1.0566037735849056
4904,/images/61cd8c7d-394d-42d3-9ed4-e09559110bed.png,912,180,1046,307,134,127,red blood cell,17018,0.9477611940298507,1.0551181102362204
17774,/images/1863da5f-c595-4541-a8f4-21fe78678168.png,820,352,923,450,103,98,red blood cell,10094,0.9514563106796117,1.0510204081632653
52453,/images/a2a20600-f851-4db7-90f9-6f7be027c8b5.png,356,752,431,832,75,80,red blood cell,6000,1.0666666666666667,0.9375
36121,/images/cb2fac19-90b0-48b4-bdc5-7dbbd58756d1.png,770,482,892,601,122,119,red blood cell,14518,0.9754098360655737,1.0252100840336134
33368,/images/f632981c-1330-4078-8a12-691beb2dab02.png,409,1035,526,1155,117,120,red blood cell,14040,1.0256410256410255,0.975
72911,/images/a20d0b4b-6e2e-4507-bc22-f321dedc4ed9.png,1069,15,1171,122,102,107,red blood cell,10914,1.0490196078431373,0.9532710280373832
38602,/images/f8b14fc4-dd6b-4ad0-a96d-c62845f48681.png,648,1319,754,1434,106,115,red blood cell,12190,1.0849056603773586,0.9217391304347826
21632,/images/66183740-e1e5-43c9-8539-a87028bb3621.png,470,1192,595,1325,125,133,red blood cell,16625,1.064,0.9398496240601504
79147,/images/1c90231b-2830-42d9-884e-7301edb16933.png,1045,1166,1138,1245,93,79,red blood cell,7347,0.8494623655913979,1.1772151898734178
42664,/images/3abbc4d3-1d7e-40c9-9963-33732da7cc50.png,293,1388,408,1495,115,107,red blood cell,12305,0.9304347826086956,1.074766355140187
38555,/images/c3ae7090-fc68-41b4-85a1-8d9bce9825a7.png,1092,616,1196,724,104,108,red blood cell,11232,1.0384615384615385,0.9629629629629629
49155,/images/df3d98b9-3dd7-4107-8d4a-ae1b7f247793.png,517,135,615,222,98,87,red blood cell,8526,0.8877551020408163,1.1264367816091954
64427,/images/34a70114-d3e3-4351-b8db-f6caab17e743.png,260,16,360,112,100,96,red blood cell,9600,0.96,1.0416666666666667
45140,/images/2596eb32-1323-41e9-8c0f-64819abcfc73.png,807,1449,915,1563,108,114,red blood cell,12312,1.0555555555555556,0.9473684210526315
54156,/images/c415532c-4cce-4580-9fcd-623c172a1abd.png,698,1139,796,1253,98,114,red blood cell,11172,1.163265306122449,0.8596491228070176
28927,/images/b12ae3b1-613c-4c0e-9163-3c5cc314abf5.png,282,623,413,754,131,131,red blood cell,17161,1.0,1.0
22015,/images/c5acd0ad-b0f2-478d-b0ad-5aa733aa7b32.png,285,885,403,1014,118,129,red blood cell,15222,1.0932203389830508,0.9147286821705426
78415,/images/fe00fa09-d3c8-485b-9d0f-3cce556c9edd.png,347,898,447,986,100,88,red blood cell,8800,0.88,1.1363636363636365
4788,/images/3fa1a4e3-c80d-49da-8f7b-a1abb0424f48.png,235,493,363,619,128,126,red blood cell,16128,0.984375,1.0158730158730158
34094,/images/de5d19b7-e670-4ac7-843b-7ce7bcebdf45.png,877,858,999,967,122,109,red blood cell,13298,0.8934426229508197,1.1192660550458715
77303,/images/07a80340-f65e-4f58-9317-94bb6ebd5a28.png,236,849,320,930,84,81,red blood cell,6804,0.9642857142857143,1.037037037037037
58506,/images/5cac6ddf-c8c6-45de-bce0-a1db64b14fb5.png,790,1036,892,1146,102,110,red blood cell,11220,1.0784313725490196,0.9272727272727272
52743,/images/9dc6ed5d-6698-48cf-aab3-fd156673729c.png,128,1351,234,1482,106,131,red blood cell,13886,1.2358490566037736,0.8091603053435115
27918,/images/46f5bd4f-8bea-48d1-a1da-4dea28e3b814.png,993,701,1111,817,118,116,red blood cell,13688,0.9830508474576272,1.0172413793103448
69144,/images/de2b8835-552c-4f01-98b7-67bc4910062e.png,69,305,171,408,102,103,red blood cell,10506,1.0098039215686274,0.9902912621359223
45389,/images/e4eea7ea-8989-46a9-9c98-25a178146b28.png,884,603,990,713,106,110,red blood cell,11660,1.0377358490566038,0.9636363636363636
16807,/images/4823c1fe-a7f9-4b92-959f-0d9be09cd14b.png,1060,558,1161,666,101,108,red blood cell,10908,1.0693069306930694,0.9351851851851852
72324,/images/ee57e743-a876-4f69-9fe5-bf5d01b44689.png,836,967,949,1078,113,111,red blood cell,12543,0.9823008849557522,1.018018018018018
42351,/images/5c5b7965-1a44-44b8-aa43-660823e61821.png,199,85,295,177,96,92,red blood cell,8832,0.9583333333333334,1.0434782608695652
24209,/images/194aec70-41a5-4ac3-b22f-0b6eda91f730.png,48,287,138,379,90,92,red blood cell,8280,1.0222222222222221,0.9782608695652174
59806,/images/acb16781-11ad-4327-874a-5c9c35dcb085.png,733,207,853,307,120,100,red blood cell,12000,0.8333333333333334,1.2
70184,/images/b338766f-19b9-4874-bcc5-ae22b3c533e6.png,399,572,521,683,122,111,red blood cell,13542,0.9098360655737705,1.0990990990990992
72396,/images/a15e0fa8-2620-4f66-896e-175115c9dc3d.png,362,415,470,524,108,109,red blood cell,11772,1.0092592592592593,0.9908256880733946
14930,/images/5d1418d3-1559-4725-ad4a-9afb6eaecdfd.png,964,247,1055,339,91,92,red blood cell,8372,1.010989010989011,0.9891304347826086
4944,/images/755e5bf8-e8e1-492b-a32f-f7d87cccaa40.png,840,480,947,612,107,132,red blood cell,14124,1.233644859813084,0.8106060606060606
60464,/images/93b47b14-7f78-4b31-8897-d63a81fdab01.png,15,394,128,503,113,109,red blood cell,12317,0.9646017699115044,1.036697247706422
18964,/images/e9e78ff8-831b-46e9-9785-3eee9acbfcd8.png,263,434,356,521,93,87,red blood cell,8091,0.9354838709677419,1.0689655172413792
20513,/images/cbde7f7e-2458-4dda-9db2-3d5ccf950ced.png,462,345,575,447,113,102,red blood cell,11526,0.9026548672566371,1.107843137254902
61276,/images/b3058064-d817-47dd-a8c4-cdb1f62374f8.png,353,345,441,441,88,96,red blood cell,8448,1.0909090909090908,0.9166666666666666
23564,/images/177f883a-f0f1-4b8e-b598-2ca4bab27381.png,458,288,558,413,100,125,red blood cell,12500,1.25,0.8
14400,/images/f5eb7c5e-bd77-4638-ba9f-58d42f87476b.png,597,23,736,140,139,117,red blood cell,16263,0.841726618705036,1.188034188034188
62454,/images/7dfbfeaf-e3b1-4159-8dcd-d7f731280ac8.png,81,137,190,249,109,112,red blood cell,12208,1.0275229357798166,0.9732142857142857
46592,/images/edd09b2e-2673-4405-8ac0-e476e003e96a.png,427,1438,561,1576,134,138,red blood cell,18492,1.0298507462686568,0.9710144927536232
68616,/images/31653d0f-c4e6-4e12-8005-518c2de34687.png,229,950,327,1042,98,92,red blood cell,9016,0.9387755102040817,1.065217391304348
24328,/images/4d8a4ce8-0f9c-4f21-8844-4cf0e5514bbf.png,164,1083,258,1191,94,108,red blood cell,10152,1.148936170212766,0.8703703703703703
7024,/images/8be185e7-2a1a-441c-a5c7-b50a9eb926cb.png,56,1441,170,1558,114,117,red blood cell,13338,1.0263157894736843,0.9743589743589743
32656,/images/ed0d8763-e734-4506-b61b-53fc32a8d8c9.png,438,517,524,616,86,99,red blood cell,8514,1.1511627906976745,0.8686868686868687
